 ,AAPL,BARC,BRK-B,MCD,TSCO.L,WWE,MSFT,CSIOY,ARW,HIBB,YUM,WINA,DRI,GPC,ALL,AIG,BAC,CB,DIS,JACK,JPM,PGR,UVV,EA
ALL,0.95877854982869604,-0.2279072430247408,0.98872706602955618,0.93469211424894694,-0.71154544649837204,0.76447594333858304,0.92352904746110731,0.75816032871571026,0.94521135348934049,-0.50480868730481887,0.94542885542711252,0.96303600358629626,0.93110960439955448,0.91400369321292807,1.0,0.81791757351495198,0.91011323442177416,0.97592268597755805,0.942528478286081,0.90240939397058817,0.96926796155776263,0.9180262259207228,0.86641974116657461,0.92819744496073964
AIG,0.70288287329118881,0.056547681858035916,0.79960082468077864,0.63227737322786626,-0.78431982938542855,0.36598015282466445,0.59967304381415898,0.85643709785900224,0.85948376161743378,-0.23646800311051952,0.67478328543110755,0.74486786864216925,0.62724162336428524,0.84484933947325036,0.81791757351495198,1.0,0.66458927459070549,0.86703927384265556,0.87671466185080404,0.91809908100498827,0.72013623686769779,0.5794450895439287,0.7494686945935034,0.78194055944591923
BAC,0.8782531221992057,-0.07568329424102381,0.91695647624671095,0.86903412435704785,-0.50018508975306508,0.82460828506492678,0.91069638915469797,0.59740273815172262,0.8312183263442251,-0.67469395327903314,0.85642084466490065,0.86617847183652308,0.89991243726230841,0.72505261697675782,0.91011323442177416,0.66458927459070549,1.0,0.82876460357332193,0.79505576824242385,0.75559050562017238,0.96368950918955398,0.90659218208587589,0.77184137026680188,0.87498468307846167
CB,0.91912238087853104,-0.28118631996753596,0.96236496042537922,0.91193326520752482,-0.79294276070305725,0.67529915060337087,0.87141223804342427,0.78452477487613848,0.95947564495596704,-0.43433403205977733,0.92008860624977273,0.95449423076441631,0.89050542090917473,0.94573620702673611,0.97592268597755805,0.86703927384265556,0.82876460357332193,1.0,0.95523994746282281,0.93525541513272348,0.92275565954356242,0.86101389271883566,0.88006416236795471,0.91597231252937872
DIS,0.89978539898440713,-0.18433220462965885,0.93855066104970863,0.85739138553533101,-0.79231081657276725,0.68486159008645242,0.8474206421727094,0.86240817400125247,0.91286346345482616,-0.38119204006272611,0.89389361685040813,0.93278965617102894,0.86124685652506094,0.94687713682482066,0.942528478286081,0.87671466185080404,0.79505576824242385,0.95523994746282281,1.0,0.92664606006153116,0.88136173675354068,0.83216564982985786,0.85563077964813528,0.85662078345126169
JACK,0.82096959059359953,-0.12936992256545254,0.89288432887214775,0.75473768788912843,-0.85768579527586331,0.52540165589324639,0.72932930490978853,0.85565613640125182,0.9255506428474678,-0.40117438573507891,0.78309431154574916,0.85661676764793415,0.7668818801219589,0.90288151784058979,0.90240939397058817,0.91809908100498827,0.75559050562017238,0.93525541513272348,0.92664606006153116,1.0,0.82445361573417131,0.70529900843633708,0.82413903739092675,0.89230096259979164
JPM,0.95768653943009729,-0.2367395203959968,0.97203185138494885,0.95253975015463832,-0.60626219135897785,0.84574670949150099,0.9624463697464839,0.6598506002768848,0.90201381944781833,-0.60195242582465547,0.94750994376719122,0.95576973561714984,0.96392509460818654,0.8365554201965657,0.96926796155776263,0.72013623686769779,0.96368950918955398,0.92275565954356242,0.88136173675354068,0.82445361573417131,1.0,0.95891980891282136,0.84852583593667974,0.92439626702644939
PGR,0.94148217518737776,-0.35815108756431907,0.92051374889914972,0.97611364317752114,-0.5107273634217272,0.92176235640799553,0.99034325834014514,0.55454205272476509,0.80613212981913596,-0.60773246531994674,0.96630759564919666,0.94415571705184098,0.9811681477128672,0.78325883317982314,0.9180262259207228,0.5794450895439287,0.90659218208587589,0.86101389271883566,0.83216564982985786,0.70529900843633708,0.95891980891282136,1.0,0.79505286355700022,0.84282447137533834
UVV,0.82487413164999923,-0.1929351527629096,0.86171874332434317,0.82765558549669482,-0.6476142386660011,0.68774017779660401,0.79876978859264935,0.65734108470416841,0.84884551298318456,-0.40467183277436669,0.82720675736582738,0.87854922924440371,0.83444237044298886,0.84523273023318468,0.86641974116657461,0.7494686945935034,0.77184137026680188,0.88006416236795471,0.85563077964813528,0.82413903739092675,0.84852583593667974,0.79505286355700022,1.0,0.82749429966477051
EA,0.89694035173978481,-0.2508225283719468,0.91900623257862823,0.86239674945385714,-0.73628858676422582,0.69688277654948805,0.84932496953190761,0.75406696733453737,0.91497657270340416,-0.62729761172651477,0.84220057538861759,0.89886797976070976,0.88298553473104058,0.81528077534588728,0.92819744496073964,0.78194055944591923,0.87498468307846167,0.91597231252937872,0.85662078345126169,0.89230096259979164,0.92439626702644939,0.84282447137533834,0.82749429966477051,1.0
